target_date,source_id,jam,temp_error,rh_error,rain_error,category_score,overall_score
2026-06-12,UKMO,23:00,0.2,0.0,0.0,100.0,99.44
2026-06-13,BMKG,18:00,4.0,9.0,,100.0,82.62
2026-06-13,BMKG,19:00,5.1,12.0,,60.0,65.15
2026-06-13,BMKG,20:00,4.5,8.0,,60.0,68.75
2026-06-13,BMKG,21:00,3.8,3.0,,0.0,54.32
2026-06-13,BMKG,22:00,3.2,1.0,,100.0,88.43
2026-06-13,BMKG,23:00,2.4,2.0,,60.0,78.35
2026-06-13,CMA,00:00,0.6,5.0,0.0,60.0,86.82
2026-06-13,CMA,01:00,0.4,6.0,0.0,60.0,87.08
2026-06-13,CMA,02:00,0.7,3.0,0.0,60.0,87.14
2026-06-13,CMA,03:00,0.8,1.0,0.0,60.0,87.46
2026-06-13,CMA,04:00,1.1,0.0,0.0,60.0,86.92
2026-06-13,CMA,05:00,1.4,3.0,0.0,60.0,85.18
2026-06-13,CMA,06:00,1.7,6.0,0.0,60.0,83.44
2026-06-13,CMA,07:00,1.1,4.0,0.1,0.0,70.32
2026-06-13,CMA,08:00,2.0,10.0,0.9,0.0,62.8
2026-06-13,CMA,09:00,2.5,11.0,0.0,60.0,79.7
2026-06-13,CMA,10:00,2.6,8.0,0.0,60.0,80.32
2026-06-13,CMA,11:00,2.0,3.0,0.0,60.0,83.5
2026-06-13,CMA,12:00,1.9,0.0,0.0,60.0,84.68
2026-06-13,CMA,13:00,1.0,6.0,0.0,60.0,85.4
2026-06-13,CMA,14:00,1.5,1.0,0.9,100.0,91.9
2026-06-13,CMA,15:00,0.7,2.0,1.2,100.0,92.64
2026-06-13,CMA,16:00,0.1,3.0,1.5,100.0,92.82
2026-06-13,CMA,17:00,0.4,9.0,0.7,0.0,68.38
2026-06-13,CMA,18:00,0.4,10.0,0.7,0.0,68.08
2026-06-13,CMA,19:00,1.4,13.0,0.7,0.0,64.38
2026-06-13,CMA,20:00,0.9,10.0,0.0,60.0,84.48
2026-06-13,CMA,21:00,0.4,6.0,0.1,0.0,71.68
2026-06-13,CMA,22:00,0.0,5.0,0.0,100.0,98.5
2026-06-13,CMA,23:00,0.5,1.0,0.0,60.0,88.3
2026-06-13,ECMWF,00:00,1.4,3.0,0.0,100.0,95.18
2026-06-13,ECMWF,01:00,1.7,3.0,0.0,100.0,94.34
2026-06-13,ECMWF,02:00,1.5,7.0,0.0,60.0,83.7
2026-06-13,ECMWF,03:00,1.4,10.0,0.0,60.0,83.08
2026-06-13,ECMWF,04:00,1.2,10.0,0.0,100.0,93.64
2026-06-13,ECMWF,05:00,0.9,9.0,0.0,100.0,94.78
2026-06-13,ECMWF,06:00,0.8,5.0,0.0,100.0,96.26
2026-06-13,ECMWF,07:00,1.6,3.0,0.1,0.0,69.22
2026-06-13,ECMWF,08:00,1.4,4.0,0.4,100.0,93.28
2026-06-13,ECMWF,09:00,1.7,9.0,0.5,0.0,65.54
2026-06-13,ECMWF,10:00,2.1,14.0,0.5,0.0,62.92
2026-06-13,ECMWF,11:00,2.2,15.0,0.0,100.0,89.34
2026-06-13,ECMWF,12:00,1.5,9.0,0.0,100.0,93.1
